send,rec,strength,annotation
BMAa,AHNc,7,
BMAa,AHNp,9,
BMAa,AHNd,9,
BMAa,PVHmpv,9,
BMAa,PVHdp,9,
BMAa,PVHlp,9,
BMAa,PVHf,9,
BMAa,VMHa,9,
BMAa,VMHdm,9,
BMAa,VMHc,9,
BMAa,VMHvl,7,
BMAa,PMv,9,
BMAa,PMd,6,
BMAa,MM,9,
BMAa,MMme,9,
BMAa,LM,9,
BMAa,SNr,9,
BMAa,VTA,9,
BMAa,RR,9,
BMAa,SCdg,9,
BMAa,SCdw,9,
BMAa,RN,9,
BMAa,PG,9,
BMAa,TRN,9,
BMAa,IOda,9,
BMAa,IOma,9,
BMAa,IOpr,9,
BMAa,LRNm,9,
BMAa,LRNp,9,
BMAa,LIN,9,
BMAa,PMR,9,
BMAa,PAS,9,
BMAa,MV,9,
BMAa,LAV,9,
BMAa,SUV,9,
BMAa,SPIV,9,
BMAa,NIS,9,
BMAa,PRP,9,
BMAa,NR,9,
BMAa,INV,9,
BMAa,x,9,
BMAa,y,9,
BMAa,ICB,9,
BMAa,MHd,9,
BMAa,MHv,9,
BMAa,LH,9,
BMAa,PH,9,
BMAa,PRC,9,
BMAa,COM,9,
BMAa,PAGrm,9,
BMAa,PAGrl,9,
BMAa,PAGm,9,
BMAa,PAGd,9,
BMAa,PAGdl,9,
BMAa,PAGvl,9,
BMAa,MAN,9,
BMAa,INC,9,
BMAa,ND,9,
BMAa,PCG,9,
BMAa,DTN,9,
BMAa,LTN,9,
BMAa,B,9,
BMAa,SG,9,
BMAa,CGS,9,
BMAa,MEPO,7,
BMAa,PSCH,9,
BMAa,AVPV,9,
BMAa,PVpo,7,
BMAa,ADP,9,
BMAa,AVP,9,
BMAa,PD,9,
BMAa,PS,9,
BMAa,MPO,12,
BMAa,AHA,6,
BMAa,DMH,9,
BMAa,PVp,9,
BMAa,LPO,9,
BMAa,LHAjp,6,
BMAa,RCH,6,
BMAa,LHAs,6,
BMAa,STN,9,
BMAa,ZI,9,
BMAa,ZIda,9,
BMAa,FF,9,
BMAa,IGL,9,
BMAa,LGvl,9,
BMAa,LGvm,9,
BMAa,OP,9,
BMAa,NOT,9,
BMAa,PPT,9,
BMAa,NPC,9,
BMAa,APN,9,
BMAa,MPT,9,
BMAa,VTN,9,
BMAa,AT,9,
BMAa,MT,9,
BMAa,LT,9,
BMAa,DT,9,
BMAa,CUN,9,
BMAa,PRNc,9,
BMAa,GRN,9,
BMAa,PGRNd,9,
BMAa,PGRNl,9,
BMAa,PPYd,9,
BMAa,PPYs,9,
BMAa,MARN,9,
BMAa,SUT,9,
BMAa,PARN,9,
BMAa,MDRNd,9,
BMAa,MDRNv,9,
BMAa,SO,9,
BMAa,SOr,9,
BMAa,NC,9,
BMAa,PVHam,9,
BMAa,PVHmm,9,
BMAa,PVHpmm,9,
BMAa,PVHpml,9,
BMAa,MEin,9,
BMAa,INFin,9,
BMAa,NL,9,
BMAa,PVHap,6,
BMAa,PVHmpd,9,
BMAa,PVHpv,9,
BMAa,PVa,7,
BMAa,PVi,7,
BMAa,ARH,9,
BMAa,MEex,9,
BMAa,INFex,9,
BMAa,III,9,
BMAa,IV,9,
BMAa,VI,9,
BMAa,ACVI,9,
BMAa,Vpc,9,
BMAa,VII,9,
BMAa,ACVII,9,
BMAa,ECO,9,
BMAa,EV,9,
BMAa,AMBd,9,
BMAa,XI,9,
BMAa,XII,9,
BMAa,VH,9,
BMAa,NBC,9,
BMAa,ON,9,
BMAa,PN,9,
BMAa,EW,9,
BMAa,SSN,9,
BMAa,ISN,9,
BMAa,DMX,9,
BMAa,AMBv,9,
BMAa,IMLp,9,
BMAa,IMLs,9,
BMAa,IMM,9,
BMAa,ICS,9,
BMAp,MOp,9,
BMAp,MOs,5,
BMAp,SSp,9,
BMAp,SSs,9,
BMAp,VISC,7,
BMAp,ILA,2,
BMAp,GU,9,
BMAp,MOB,9,
BMAp,AOB,9,
BMAp,AON,9,
BMAp,TTd,9,
BMAp,TTv,9,
BMAp,PIR,12,
BMAp,TR,4,
BMAp,PAA,4,
BMAp,NLOT,12,
BMAp,COAa,9,
BMAp,COApl,3,
BMAp,COApm,5,
BMAp,AUDp,7,
BMAp,AUDd,7,
BMAp,AUDv,6,
BMAp,VISlla,6,
BMAp,VISal,9,
BMAp,VISam,9,
BMAp,VISli,9,
BMAp,VISll,9,
BMAp,VISlm,9,
BMAp,VISpl,9,
BMAp,VISp,9,
BMAp,VISrl,9,
BMAp,ACAd,9,
BMAp,ACAv,9,
BMAp,PL,4,
BMAp,ORBl,4,
BMAp,ORBm,9,
BMAp,ORBv,9,
BMAp,ORBvl,6,
BMAp,AId,6,
BMAp,AIv,6,
BMAp,AIp,12,
BMAp,RSPd,9,
BMAp,RSPagl,9,
BMAp,RSPv,9,
BMAp,PTLp,6,
BMAp,TEa,3,
BMAp,ECT,2,
BMAp,PERI,2,
BMAp,ENTl,2,
BMAp,ENTm,3,
BMAp,ENTmv,6,
BMAp,PRE,6,
BMAp,POST,9,
BMAp,PAR,2,
BMAp,SUBd,9,
BMAp,SUBv,4,
BMAp,CA1,4,
BMAp,CA2,6,
BMAp,CA3,4,
BMAp,DG,9,
BMAp,IG,9,
BMAp,FC,9,
BMAp,CLA,9,
BMAp,EPd,9,
BMAp,EPv,3,
BMAp,LA,12,
BMAp,BLAa,9,
BMAp,BLAp,2,
BMAp,BMAa,6,
BMAp,PA,2,
BMAp,CP,12,
BMAp,ACB,12,
BMAp,FS,12,
BMAp,OT1,9,
BMAp,OT2,9,
BMAp,OT3,9,
BMAp,isl,9,
BMAp,islm,9,
BMAp,LSc.d.r,9,
BMAp,LSc.d.d,9,
BMAp,LSc.d.l,9,
BMAp,LSc.d.v,9,
BMAp,LSc.v.m.d,9,
BMAp,LSc.v.m.v,9,
BMAp,LSc.v.i,9,
BMAp,LSc.v.l.d,9,
BMAp,LSc.v.l.v,9,
BMAp,LSr.m.d,9,
BMAp,LSr.m.v.r,9,
BMAp,LSr.m.v.c,9,
BMAp,LSr.vl.d.m,9,
BMAp,LSr.vl.d.l,12,
BMAp,LSr.vl.v,12,
BMAp,LSr.dl.m.d,9,
BMAp,LSr.dl.m.v,9,
BMAp,LSr.dl.l.d,9,
BMAp,LSr.dl.l.v,9,
BMAp,LSv,9,
BMAp,SF,9,
BMAp,SH,9,
BMAp,AAA,12,
BMAp,CEAm,2,
BMAp,CEAl,9,
BMAp,CEAc,12,
BMAp,MEAad,12,
BMAp,MEAav,9,
BMAp,MEApd-a,9,
BMAp,MEApd-b,9,
BMAp,MEApd-c,9,
BMAp,MEApv,9,
BMAp,BA,9,
BMAp,IA,9,
BMAp,SI,12,
BMAp,MA,9,
BMAp,MS,9,
BMAp,NDB,9,
BMAp,TRS,9,
BMAp,BSTal,12,
BMAp,BSTam,9,
BMAp,BSTov,9,
BMAp,BSTju,9,
BMAp,BSTrh,6,
BMAp,BSTdm,12,
BMAp,BSTfu,9,
BMAp,BSTv,12,
BMAp,BSTmg,2,
BMAp,BSTpr,9,
BMAp,BSTif,9,
BMAp,BSTtr,6,
BMAp,BSTpm,9,
BMAp,BSTd,9,
BMAp,BSTse,9,
BMAp,BSTsz,9,
BMAp,BAC,9,
BMAp,BSM,9,
BMAp,LING,9,
BMAp,CENT2,9,
BMAp,CENT3,9,
BMAp,CUL4,9,
BMAp,CUL5,9,
BMAp,DEC,9,
BMAp,FOTU,9,
BMAp,PYR,9,
BMAp,UVU,9,
BMAp,NOD,9,
BMAp,SIM,9,
BMAp,AN,9,
BMAp,PRM,9,
BMAp,COPY,9,
BMAp,PFL,9,
BMAp,FL,9,
BMAp,FN,9,
BMAp,IPp,9,
BMAp,DNp,9,
BMAp,VAL,9,
BMAp,VM,9,
BMAp,VPL,9,
BMAp,VPLpc,9,
BMAp,VPM,9,
BMAp,VPMpc,9,
BMAp,SPFm,9,
BMAp,PP,9,
BMAp,MGd,9,
BMAp,MGv,9,
BMAp,MGm,9,
BMAp,LGd,9,
BMAp,LP,9,
BMAp,PO,9,
BMAp,SGN,9,
BMAp,POL,9,
BMAp,AV,9,
BMAp,AMd,9,
BMAp,AMv,9,
BMAp,AD,9,
BMAp,IAD,9,
BMAp,LD,9,
BMAp,MDm,7,
BMAp,MDc,9,
BMAp,MDl,9,
BMAp,IMD,9,
BMAp,SMT,9,
BMAp,PR,9,
BMAp,PVT,7,
BMAp,PT,9,
BMAp,REa,9,
BMAp,RECc,9,
BMAp,RECd,9,
BMAp,RECm,9,
BMAp,RH,9,
BMAp,CM,9,
BMAp,CL,9,
BMAp,PF,9,
BMAp,RT,9,
BMAp,SCzo,9,
BMAp,SCsg,9,
BMAp,SCop,9,
BMAp,PBG,9,
BMAp,MEV,9,
BMAp,PSV,9,
BMAp,SPVOvl,9,
BMAp,SPVOrdm,9,
BMAp,SPVOmdmd,9,
BMAp,SPVOcdm,9,
BMAp,SPVI,9,
BMAp,SPVC,9,
BMAp,PAT,9,
BMAp,GR,9,
BMAp,GRm,9,
BMAp,CU,9,
BMAp,z,9,
BMAp,ECU,9,
BMAp,MZ,9,
BMAp,SGE,9,
BMAp,NP,9,
BMAp,RS,9,
BMAp,BN,9,
BMAp,LCN,9,
BMAp,LSN,9,
BMAp,IH,9,
BMAp,CEC,9,
BMAp,DSN,9,
BMAp,DSNc,9,
BMAp,DCO,9,
BMAp,VCOa,9,
BMAp,VCOp,9,
BMAp,CNspg,9,
BMAp,IAN,9,
BMAp,NTB,9,
BMAp,SOCm,9,
BMAp,SOCl,9,
BMAp,POR,9,
BMAp,ICe,9,
BMAp,ICd,9,
BMAp,ICc,9,
BMAp,NB,9,
BMAp,SAG,9,
BMAp,NTSm,9,
BMAp,NTSce,9,
BMAp,NTSco,9,
BMAp,NTSge,9,
BMAp,NTSl,9,
BMAp,PBlc,9,
BMAp,PBld,9,
BMAp,PBle,9,
BMAp,PBlex,9,
BMAp,PBli,9,
BMAp,PBls,9,
BMAp,PBlv,9,
BMAp,KF,9,
BMAp,PBmm,9,
BMAp,PBme,9,
BMAp,PBmv,9,
BMAp,OV,9,
BMAp,SFO,9,
BMAp,AP,9,
BMAp,SCHd,9,
BMAp,SCHv,9,
BMAp,SBPV,7,
BMAp,TMd,9,
BMAp,TMv,9,
BMAp,SUMm,9,
BMAp,SUMl,6,
BMAp,SNc,9,
BMAp,PPN,9,
BMAp,PRNr,9,
BMAp,IF,9,
BMAp,IPNr,9,
BMAp,IPNa,9,
BMAp,IPNd,9,
BMAp,IPNld,9,
BMAp,IPNli,9,
BMAp,IPNlv,9,
BMAp,IPNlr,9,
BMAp,IPNi,9,
BMAp,IPNc,9,
BMAp,RL,9,
BMAp,CLI,9,
BMAp,CSm,9,
BMAp,CSl,9,
BMAp,DR,9,
BMAp,NIc,9,
BMAp,NId,9,
BMAp,RPO,9,
BMAp,RM,9,
BMAp,RPA,9,
BMAp,RO,9,
BMAp,LDT,9,
BMAp,SLD,9,
BMAp,LC,9,
BMAp,SLC,9,
BMAp,MPNl,9,
BMAp,MPNm,9,
BMAp,MPNc,9,
BMAp,AHNa,9,
BMAp,AHNc,9,
BMAp,AHNp,9,
BMAp,AHNd,9,
BMAp,PVHmpv,9,
BMAp,PVHdp,9,
BMAp,PVHlp,9,
BMAp,PVHf,9,
BMAp,VMHa,4,
BMAp,VMHdm,1,
BMAp,VMHc,2,
BMAp,VMHvl,4,
BMAp,PMv,9,
BMAp,PMd,6,
BMAp,MM,5,
BMAp,MMme,9,
BMAp,LM,9,
BMAp,SNr,9,
BMAp,VTA,9,
BMAp,RR,9,
BMAp,SCdg,9,
BMAp,SCdw,9,
BMAp,RN,9,
BMAp,PG,9,
BMAp,TRN,9,
BMAp,IOda,9,
BMAp,IOma,9,
BMAp,IOpr,9,
BMAp,LRNm,9,
BMAp,LRNp,9,
BMAp,LIN,9,
BMAp,PMR,9,
BMAp,PAS,9,
BMAp,MV,9,
BMAp,LAV,9,
BMAp,SUV,9,
BMAp,SPIV,9,
BMAp,NIS,9,
BMAp,PRP,9,
BMAp,NR,9,
BMAp,INV,9,
BMAp,x,9,
BMAp,y,9,
BMAp,ICB,9,
BMAp,MHd,9,
BMAp,MHv,9,
BMAp,LH,9,
BMAp,PH,6,
BMAp,PRC,9,
BMAp,COM,9,
BMAp,PAGrm,9,
BMAp,PAGrl,9,
BMAp,PAGm,9,
BMAp,PAGd,9,
BMAp,PAGdl,9,
BMAp,PAGvl,9,
BMAp,MAN,9,
BMAp,INC,9,
BMAp,ND,9,
BMAp,PCG,9,
BMAp,DTN,9,
BMAp,LTN,9,
BMAp,B,9,
BMAp,SG,9,
BMAp,CGS,9,
BMAp,MEPO,9,
BMAp,PSCH,9,
BMAp,AVPV,9,
BMAp,PVpo,9,
BMAp,ADP,9,
BMAp,AVP,9,
BMAp,PD,9,
BMAp,PS,9,
BMAp,MPO,9,
BMAp,AHA,5,
BMAp,DMH,9,
BMAp,PVp,9,
BMAp,LPO,9,
BMAp,LHAjp,9,
BMAp,RCH,6,
BMAp,LHAs,9,
BMAp,STN,9,
BMAp,ZI,9,
BMAp,ZIda,9,
BMAp,FF,9,
BMAp,IGL,9,
BMAp,LGvl,9,
BMAp,LGvm,9,
BMAp,OP,9,
BMAp,NOT,9,
BMAp,PPT,9,
BMAp,NPC,9,
BMAp,APN,9,
BMAp,MPT,9,
BMAp,VTN,9,
BMAp,AT,9,
BMAp,MT,9,
BMAp,LT,9,
BMAp,DT,9,
BMAp,CUN,9,
BMAp,PRNc,9,
BMAp,GRN,9,
BMAp,PGRNd,9,
BMAp,PGRNl,9,
BMAp,PPYd,9,
BMAp,PPYs,9,
BMAp,MARN,9,
BMAp,SUT,9,
BMAp,PARN,9,
BMAp,MDRNd,9,
BMAp,MDRNv,9,
BMAp,SO,9,
BMAp,SOr,9,
BMAp,NC,9,
BMAp,PVHam,9,
BMAp,PVHmm,9,
BMAp,PVHpmm,9,
BMAp,PVHpml,9,
BMAp,MEin,9,
BMAp,INFin,9,
BMAp,NL,9,
BMAp,PVHap,9,
BMAp,PVHmpd,9,
BMAp,PVHpv,9,
BMAp,PVa,9,
BMAp,PVi,9,
BMAp,ARH,9,
BMAp,MEex,9,
BMAp,INFex,9,
BMAp,III,9,
BMAp,IV,9,
BMAp,VI,9,
BMAp,ACVI,9,
BMAp,Vpc,9,
BMAp,VII,9,
BMAp,ACVII,9,
BMAp,ECO,9,
BMAp,EV,9,
BMAp,AMBd,9,
BMAp,XI,9,
BMAp,XII,9,
BMAp,VH,9,
BMAp,NBC,9,
BMAp,ON,9,
BMAp,PN,9,
BMAp,EW,9,
BMAp,SSN,9,
BMAp,ISN,9,
BMAp,DMX,9,
BMAp,AMBv,9,
BMAp,IMLp,9,
BMAp,IMLs,9,
BMAp,IMM,9,
BMAp,ICS,9,
PA,MOp,9,
PA,MOs,6,
PA,SSp,9,
PA,SSs,9,
PA,VISC,9,
PA,ILA,4,
PA,GU,9,
PA,MOB,9,
PA,AOB,9,
PA,AON,9,
PA,TTd,9,
PA,TTv,9,
PA,PIR,6,
PA,TR,4,
PA,PAA,6,
PA,NLOT,9,
PA,COAa,9,
PA,COApl,4,
PA,COApm,1,
PA,AUDp,9,
PA,AUDd,9,
PA,AUDv,9,
PA,VISlla,9,
PA,VISal,9,
PA,VISam,9,
PA,VISli,9,
PA,VISll,9,
PA,VISlm,9,
PA,VISpl,9,
PA,VISp,9,
PA,VISrl,9,
PA,ACAd,9,
PA,ACAv,9,
PA,PL,4,
PA,ORBl,9,
PA,ORBm,9,
PA,ORBv,9,
PA,ORBvl,9,
PA,AId,9,
PA,AIv,9,
PA,AIp,6,
PA,RSPd,9,
PA,RSPagl,9,
PA,RSPv,9,
PA,PTLp,9,
PA,TEa,9,
PA,ECT,6,
PA,PERI,6,
PA,ENTl,2,
PA,ENTm,3,
PA,ENTmv,4,
PA,PRE,9,
PA,POST,9,
PA,PAR,7,
PA,SUBd,9,
PA,SUBv,5,
PA,CA1,2,
PA,CA2,12,
PA,CA3,4,
PA,DG,9,
PA,IG,9,
PA,FC,9,
PA,CLA,9,
PA,EPd,5,
PA,EPv,3,
PA,LA,6,
PA,BLAa,7,
PA,BLAp,3,
PA,BMAa,9,
PA,BMAp,3,
PA,CP,9,
PA,ACB,12,
PA,FS,9,
PA,OT1,9,
PA,OT2,9,
PA,OT3,9,
PA,isl,9,
PA,islm,9,
PA,LSc.d.r,9,
PA,LSc.d.d,9,
PA,LSc.d.l,9,
PA,LSc.d.v,9,
PA,LSc.v.m.d,9,
PA,LSc.v.m.v,9,
PA,LSc.v.i,9,
PA,LSc.v.l.d,9,
PA,LSc.v.l.v,9,
PA,LSr.m.d,9,
PA,LSr.m.v.r,9,
PA,LSr.m.v.c,9,
PA,LSr.vl.d.m,9,
PA,LSr.vl.d.l,9,
PA,LSr.vl.v,9,
PA,LSr.dl.m.d,9,
PA,LSr.dl.m.v,9,
PA,LSr.dl.l.d,9,
PA,LSr.dl.l.v,9,
PA,LSv,12,
PA,SF,9,
PA,SH,9,
PA,AAA,5,
PA,CEAm,4,
PA,CEAl,4,
PA,CEAc,5,
PA,MEAad,2,
PA,MEAav,4,
PA,MEApd-a,9,
PA,MEApd-b,9,
PA,MEApd-c,9,
PA,MEApv,9,
PA,BA,9,
PA,IA,4,
PA,SI,4,
PA,MA,9,
PA,MS,9,
PA,NDB,9,
PA,TRS,9,
PA,BSTal,9,
PA,BSTam,9,
PA,BSTov,9,
PA,BSTju,9,
PA,BSTrh,9,
PA,BSTdm,9,
PA,BSTfu,9,
PA,BSTv,4,
PA,BSTmg,6,
PA,BSTpr,2,
PA,BSTif,2,
PA,BSTtr,3,
PA,BSTpm,9,
PA,BSTd,2,
PA,BSTse,9,
PA,BSTsz,9,
PA,BAC,9,
PA,BSM,9,
PA,LING,9,
PA,CENT2,9,
PA,CENT3,9,
PA,CUL4,9,
PA,CUL5,9,
PA,DEC,9,
PA,FOTU,9,
PA,PYR,9,
PA,UVU,9,
PA,NOD,9,
PA,SIM,9,
PA,AN,9,
PA,PRM,9,
PA,COPY,9,
PA,PFL,9,
PA,FL,9,
PA,FN,9,
PA,IPp,9,
PA,DNp,9,
PA,VAL,9,
PA,VM,9,
PA,VPL,9,
PA,VPLpc,9,
PA,VPM,9,
PA,VPMpc,9,
PA,SPFm,9,
PA,PP,9,
PA,MGd,9,
PA,MGv,9,
PA,MGm,9,
PA,LGd,9,
PA,LP,9,
PA,PO,9,
PA,SGN,9,
PA,POL,9,
PA,AV,9,
PA,AMd,9,
PA,AMv,9,
PA,AD,9,
PA,IAD,9,
PA,LD,9,
PA,MDm,6,
PA,MDc,9,
PA,MDl,9,
PA,IMD,9,
PA,SMT,9,
PA,PR,9,
PA,PVT,12,
PA,PT,12,
PA,REa,9,
PA,RECc,9,
PA,RECd,9,
PA,RECm,9,
PA,RH,9,
PA,CM,9,
PA,CL,9,
PA,PF,9,
PA,RT,9,
PA,SCzo,9,
PA,SCsg,9,
PA,SCop,9,
PA,PBG,9,
PA,MEV,9,
PA,PSV,9,
PA,SPVOvl,9,
PA,SPVOrdm,9,
PA,SPVOmdmd,9,
PA,SPVOcdm,9,
PA,SPVI,9,
PA,SPVC,9,
PA,PAT,9,
PA,GR,9,
PA,GRm,9,
PA,CU,9,
PA,z,9,
PA,ECU,9,
PA,MZ,9,
PA,SGE,9,
PA,NP,9,
PA,RS,9,
PA,BN,9,
PA,LCN,9,
PA,LSN,9,
PA,IH,9,
PA,CEC,9,
PA,DSN,9,
PA,DSNc,9,
PA,DCO,9,
PA,VCOa,9,
PA,VCOp,9,
PA,CNspg,9,
PA,IAN,9,
PA,NTB,9,
PA,SOCm,9,
PA,SOCl,9,
PA,POR,9,
PA,ICe,9,
PA,ICd,9,
PA,ICc,9,
PA,NB,9,
PA,SAG,9,
PA,NTSm,9,
PA,NTSce,9,
PA,NTSco,9,
PA,NTSge,9,
PA,NTSl,9,
PA,PBlc,9,
PA,PBld,9,
PA,PBle,9,
PA,PBlex,9,
PA,PBli,9,
PA,PBls,9,
PA,PBlv,9,
PA,KF,9,
PA,PBmm,9,
PA,PBme,9,
PA,PBmv,9,
PA,OV,9,
PA,SFO,9,
PA,AP,9,
PA,SCHd,9,
PA,SCHv,9,
PA,SBPV,9,
PA,TMd,9,
PA,TMv,9,
PA,SUMm,9,
PA,SUMl,9,
PA,SNc,9,
PA,PPN,9,
PA,PRNr,9,
PA,IF,9,
PA,IPNr,9,
PA,IPNa,9,
PA,IPNd,9,
PA,IPNld,9,
PA,IPNli,9,
PA,IPNlv,9,
PA,IPNlr,9,
PA,IPNi,9,
PA,IPNc,9,
PA,RL,9,
PA,CLI,9,
PA,CSm,9,
PA,CSl,9,
PA,DR,9,
PA,NIc,9,
PA,NId,9,
PA,RPO,9,
PA,RM,9,
PA,RPA,9,
PA,RO,9,
PA,LDT,9,
PA,SLD,9,
PA,LC,9,
PA,SLC,9,
PA,MPNl,1,
PA,MPNm,2,
PA,MPNc,6,
PA,AHNa,9,
PA,AHNc,9,
PA,AHNp,9,
PA,AHNd,9,
PA,PVHmpv,9,
PA,PVHdp,9,
PA,PVHlp,9,
PA,PVHf,9,
PA,VMHa,9,
PA,VMHdm,7,
PA,VMHc,9,
PA,VMHvl,12,
PA,PMv,1,
PA,PMd,6,
PA,MM,12,
PA,MMme,9,
PA,LM,9,
PA,SNr,9,
PA,VTA,9,
PA,RR,9,
PA,SCdg,9,
PA,SCdw,9,
PA,RN,9,
PA,PG,9,
PA,TRN,9,
PA,IOda,9,
PA,IOma,9,
PA,IOpr,9,
PA,LRNm,9,
PA,LRNp,9,
PA,LIN,9,
PA,PMR,9,
PA,PAS,9,
PA,MV,9,
PA,LAV,9,
PA,SUV,9,
PA,SPIV,9,
PA,NIS,9,
PA,PRP,9,
PA,NR,9,
PA,INV,9,
PA,x,9,
PA,y,9,
PA,ICB,9,
PA,MHd,9,
PA,MHv,9,
PA,LH,9,
PA,PH,12,
PA,PRC,9,
PA,COM,9,
PA,PAGrm,12,
PA,PAGrl,9,
PA,PAGm,9,
PA,PAGd,9,
PA,PAGdl,9,
PA,PAGvl,9,
PA,MAN,9,
PA,INC,9,
PA,ND,9,
PA,PCG,9,
PA,DTN,9,
PA,LTN,9,
PA,B,9,
PA,SG,9,
PA,CGS,9,
PA,MEPO,9,
PA,PSCH,9,
PA,AVPV,1,
PA,PVpo,9,
PA,ADP,9,
PA,AVP,9,
PA,PD,12,
PA,PS,9,
PA,MPO,6,
PA,AHA,7,
PA,DMH,12,
PA,PVp,12,
PA,LPO,9,
PA,LHAjp,6,
PA,RCH,9,
PA,LHAs,9,
PA,STN,9,
PA,ZI,9,
PA,ZIda,9,
PA,FF,9,
PA,IGL,9,
PA,LGvl,9,
PA,LGvm,9,
PA,OP,9,
PA,NOT,9,
PA,PPT,9,
PA,NPC,9,
PA,APN,9,
PA,MPT,9,
PA,VTN,9,
PA,AT,9,
PA,MT,9,
PA,LT,9,
PA,DT,9,
PA,CUN,9,
PA,PRNc,9,
PA,GRN,9,
PA,PGRNd,9,
PA,PGRNl,9,
PA,PPYd,9,
PA,PPYs,9,
PA,MARN,9,
PA,SUT,9,
PA,PARN,9,
PA,MDRNd,9,
PA,MDRNv,9,
PA,SO,9,
PA,SOr,9,
PA,NC,9,
PA,PVHam,9,
PA,PVHmm,9,
PA,PVHpmm,9,
PA,PVHpml,9,
PA,MEin,9,
PA,INFin,9,
PA,NL,9,
PA,PVHap,9,
PA,PVHmpd,9,
PA,PVHpv,9,
PA,PVa,9,
PA,PVi,9,
PA,ARH,9,
PA,MEex,9,
PA,INFex,9,
PA,III,9,
PA,IV,9,
PA,VI,9,
PA,ACVI,9,
PA,Vpc,9,
PA,VII,9,
PA,ACVII,9,
PA,ECO,9,
PA,EV,9,
PA,AMBd,9,
PA,XI,9,
PA,XII,9,
PA,VH,9,
PA,NBC,9,
PA,ON,9,
PA,PN,9,
PA,EW,9,
PA,SSN,9,
PA,ISN,9,
PA,DMX,9,
PA,AMBv,9,
PA,IMLp,9,
PA,IMLs,9,
PA,IMM,9,
PA,ICS,9,
CP,MOs,7,
CP,ILA,9,
CP,ACAd,9,
CP,PL,9,
CP,RSPagl,9,
CP,PTLp,2,
CP,PA,9,
CP,LSv,9,
CP,SI,12,
CP,PPN,12,
CP,NIc,9,
CP,NId,9,
CP,PMd,9,
CP,PRC,9,
CP,LPO,7,
CP,LHAjp,9,
CP,LHAs,9,
ACB,MOs,4,
ACB,ILA,9,
ACB,ACAd,9,
ACB,PL,9,
ACB,RSPagl,9,
ACB,PA,9,
ACB,isl,12,
ACB,LSv,9,
ACB,SI,12,
ACB,SNc,6,
ACB,IF,6,
ACB,RL,6,
ACB,CLI,4,
ACB,NIc,9,
ACB,NId,9,
ACB,PMd,9,
ACB,SNr,6,
ACB,VTA,4,
ACB,RR,6,
ACB,PRC,9,
ACB,MPO,12,
ACB,LPO,7,
ACB,LHAjp,6,
ACB,LHAs,6,
ACB,MEin,9,
FS,MOs,4,
FS,ILA,9,
FS,ACAd,9,
FS,PL,9,
FS,RSPagl,9,
FS,PA,9,
FS,LSv,9,
FS,PPN,12,
FS,NIc,9,
FS,NId,9,
FS,PMd,9,
FS,PRC,9,
FS,LHAjp,9,
FS,LHAs,9,
OT1,MOs,9,
OT1,ILA,9,
OT1,ACAd,9,
OT1,PL,9,
OT1,RSPagl,9,
OT1,PA,9,
OT1,LSv,9,
OT1,NIc,9,
OT1,NId,9,
OT1,PMd,9,
OT1,PH,9,
OT1,PRC,9,
OT1,LHAjp,9,
OT1,LHAs,9,
OT2,MOs,9,
OT2,ILA,9,
OT2,ACAd,9,
OT2,PL,9,
OT2,RSPagl,9,
OT2,PA,9,
OT2,LSv,9,
OT2,NIc,9,
OT2,NId,9,
OT2,PMd,9,
OT2,PH,9,
OT2,PRC,9,
OT2,LHAjp,9,
OT2,LHAs,9,
OT3,MOs,9,
OT3,ILA,9,
OT3,ACAd,9,
OT3,PL,9,
OT3,RSPagl,9,
OT3,PA,9,
OT3,LSv,9,
OT3,NIc,9,
OT3,NId,9,
OT3,PMd,9,
OT3,PH,9,
OT3,PRC,9,
OT3,LHAjp,9,
OT3,LHAs,9,
isl,MOs,9,
isl,ILA,9,
isl,MOB,12,
isl,AON,12,
isl,ACAd,9,
isl,PL,9,
isl,RSPagl,9,
isl,PA,9,
isl,LSv,9,
isl,DR,12,
isl,NIc,9,
isl,NId,9,
isl,PMd,9,
isl,MM,12,
isl,VTA,12,
isl,PH,9,
isl,PRC,9,
isl,LHAjp,9,
isl,LHAs,9,
islm,MOs,9,
islm,ILA,9,
islm,ACAd,9,
islm,PL,9,
islm,RSPagl,9,
islm,PA,9,
islm,LSv,9,
islm,NIc,9,
islm,NId,9,
islm,PMd,9,
islm,PH,9,
islm,PRC,9,
islm,LHAjp,9,
islm,LHAs,9,
LSc.d.r,MOs,9,
LSc.d.r,ILA,9,
LSc.d.r,ACAd,9,
LSc.d.r,PL,9,
LSc.d.r,RSPagl,9,
LSc.d.r,PA,9,
LSc.d.r,LSv,9,
LSc.d.r,NIc,9,
LSc.d.r,NId,9,
LSc.d.r,PMd,9,
LSc.d.r,PH,9,
LSc.d.r,PRC,9,
LSc.d.r,LHAjp,4,
LSc.d.r,LHAs,4,
LSc.d.d,MOs,9,
LSc.d.d,ILA,9,
LSc.d.d,ACAd,9,
LSc.d.d,PL,9,
LSc.d.d,RSPagl,9,
LSc.d.d,PA,9,
LSc.d.d,LSv,9,
LSc.d.d,NIc,9,
LSc.d.d,NId,9,
LSc.d.d,PMd,9,
LSc.d.d,PH,9,
LSc.d.d,PRC,9,
LSc.d.d,LHAjp,6,
LSc.d.d,LHAs,9,
LSc.d.l,MOs,9,
LSc.d.l,ILA,9,
LSc.d.l,ACAd,9,
